dataset,method,method_family,budget_type,requested_budget,actual_support_node_ratio,actual_support_edge_ratio,actual_structural_storage_ratio,raw_hgb_text_byte_ratio,graph_seed,training_seed,official_hgb_exported,official_sehgnn_unmodified,training_executed,success,failure_type,failure_reason,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,compress_time_seconds,export_time_seconds,sehgnn_preprocess_time_seconds,train_time_seconds,eval_time_seconds,peak_cpu_rss_mb,peak_gpu_memory_mb,preprocessed_cache_bytes,export_hash,selected_edge_hash,no_test_leakage,budget_matched_within_tolerance,budget_infeasible,eligible_for_external_tp_table,protocol_family,schema_compatible,target_preserving,uses_adapter_loader,uses_synthetic_nodes,uses_weighted_superedges,eligible_for_official_main_table,eligible_for_adapter_table,eligible_for_standard_condensation_table,eligible_for_decision,diagnostic_only,uses_test_metrics_for_selection,uses_test_labels_for_selection,no_test_metric_used_for_selection,support_node_ratio,support_edge_ratio,structural_storage_ratio,preprocessed_cache_byte_ratio,static_inference_package_ratio,transform_recipe_package_ratio,reconstructable_package_ratio
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,1,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d2333bf88ae38151306c75ae580a09b5fe2c6f268a3a360cf7f47706ab3c08ed,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,1,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d2333bf88ae38151306c75ae580a09b5fe2c6f268a3a360cf7f47706ab3c08ed,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,1,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d2333bf88ae38151306c75ae580a09b5fe2c6f268a3a360cf7f47706ab3c08ed,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,1,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d2333bf88ae38151306c75ae580a09b5fe2c6f268a3a360cf7f47706ab3c08ed,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,1,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d2333bf88ae38151306c75ae580a09b5fe2c6f268a3a360cf7f47706ab3c08ed,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,2,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,fad73e53e7d2fc8f16e7b22f9c67499081a6e5e9b41d3479917bb63beedbbccf,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,2,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,fad73e53e7d2fc8f16e7b22f9c67499081a6e5e9b41d3479917bb63beedbbccf,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,2,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,fad73e53e7d2fc8f16e7b22f9c67499081a6e5e9b41d3479917bb63beedbbccf,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,2,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,fad73e53e7d2fc8f16e7b22f9c67499081a6e5e9b41d3479917bb63beedbbccf,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,2,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,fad73e53e7d2fc8f16e7b22f9c67499081a6e5e9b41d3479917bb63beedbbccf,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,3,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dce590c91175c5b8f0d1f5d8da93f787482d3b27a914eb4560a425063c34dfd,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,3,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dce590c91175c5b8f0d1f5d8da93f787482d3b27a914eb4560a425063c34dfd,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,3,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dce590c91175c5b8f0d1f5d8da93f787482d3b27a914eb4560a425063c34dfd,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,3,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dce590c91175c5b8f0d1f5d8da93f787482d3b27a914eb4560a425063c34dfd,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,3,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dce590c91175c5b8f0d1f5d8da93f787482d3b27a914eb4560a425063c34dfd,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,4,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,dc76c8077ea7daab9642753e4f27e7ee28569f5fea99578f1ef8feff0588bd34,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,4,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,dc76c8077ea7daab9642753e4f27e7ee28569f5fea99578f1ef8feff0588bd34,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,4,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,dc76c8077ea7daab9642753e4f27e7ee28569f5fea99578f1ef8feff0588bd34,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,4,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,dc76c8077ea7daab9642753e4f27e7ee28569f5fea99578f1ef8feff0588bd34,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,4,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,dc76c8077ea7daab9642753e4f27e7ee28569f5fea99578f1ef8feff0588bd34,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,5,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,4cd29fdd2a3de7a25cb062565608898f3e9647afae6ffceeaa12b37222b17fd7,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,5,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,4cd29fdd2a3de7a25cb062565608898f3e9647afae6ffceeaa12b37222b17fd7,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,5,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,4cd29fdd2a3de7a25cb062565608898f3e9647afae6ffceeaa12b37222b17fd7,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,5,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,4cd29fdd2a3de7a25cb062565608898f3e9647afae6ffceeaa12b37222b17fd7,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.12,,,,,5,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,4cd29fdd2a3de7a25cb062565608898f3e9647afae6ffceeaa12b37222b17fd7,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,1,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,2d213af43f56dc01f8c496b8c27bd4f6b33121728b98e549b9afc32402e51867,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,1,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,2d213af43f56dc01f8c496b8c27bd4f6b33121728b98e549b9afc32402e51867,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,1,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,2d213af43f56dc01f8c496b8c27bd4f6b33121728b98e549b9afc32402e51867,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,1,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,2d213af43f56dc01f8c496b8c27bd4f6b33121728b98e549b9afc32402e51867,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,1,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,2d213af43f56dc01f8c496b8c27bd4f6b33121728b98e549b9afc32402e51867,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,2,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d054c5dbfcda511d69bdf6354d84f3692ccea49a6a495a021ef6951399d60deb,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,2,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d054c5dbfcda511d69bdf6354d84f3692ccea49a6a495a021ef6951399d60deb,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,2,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d054c5dbfcda511d69bdf6354d84f3692ccea49a6a495a021ef6951399d60deb,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,2,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d054c5dbfcda511d69bdf6354d84f3692ccea49a6a495a021ef6951399d60deb,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,2,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d054c5dbfcda511d69bdf6354d84f3692ccea49a6a495a021ef6951399d60deb,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,3,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,cdcca6a596444e75e1528018cf2af1e92e986e4b29790baefc0cd2a1fbb2381a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,3,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,cdcca6a596444e75e1528018cf2af1e92e986e4b29790baefc0cd2a1fbb2381a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,3,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,cdcca6a596444e75e1528018cf2af1e92e986e4b29790baefc0cd2a1fbb2381a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,3,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,cdcca6a596444e75e1528018cf2af1e92e986e4b29790baefc0cd2a1fbb2381a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,3,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,cdcca6a596444e75e1528018cf2af1e92e986e4b29790baefc0cd2a1fbb2381a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,4,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d0f57585e257140c22c8ddf0f25b6183b6f7d9effe70cbab47159695d28b6bb9,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,4,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d0f57585e257140c22c8ddf0f25b6183b6f7d9effe70cbab47159695d28b6bb9,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,4,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d0f57585e257140c22c8ddf0f25b6183b6f7d9effe70cbab47159695d28b6bb9,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,4,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d0f57585e257140c22c8ddf0f25b6183b6f7d9effe70cbab47159695d28b6bb9,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,4,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,d0f57585e257140c22c8ddf0f25b6183b6f7d9effe70cbab47159695d28b6bb9,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,5,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ea50acd05c7098b517eda3f2d01f411715d84dc3fb4c6bb7e71aa1e88c4b6259,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,5,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ea50acd05c7098b517eda3f2d01f411715d84dc3fb4c6bb7e71aa1e88c4b6259,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,5,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ea50acd05c7098b517eda3f2d01f411715d84dc3fb4c6bb7e71aa1e88c4b6259,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,5,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ea50acd05c7098b517eda3f2d01f411715d84dc3fb4c6bb7e71aa1e88c4b6259,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.16,,,,,5,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ea50acd05c7098b517eda3f2d01f411715d84dc3fb4c6bb7e71aa1e88c4b6259,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,1,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,98bdbc1baf503ed5bc3787fe91f4db931bc3a4493ca575a2e09a2dddca43da81,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,1,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,98bdbc1baf503ed5bc3787fe91f4db931bc3a4493ca575a2e09a2dddca43da81,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,1,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,98bdbc1baf503ed5bc3787fe91f4db931bc3a4493ca575a2e09a2dddca43da81,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,1,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,98bdbc1baf503ed5bc3787fe91f4db931bc3a4493ca575a2e09a2dddca43da81,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,1,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,98bdbc1baf503ed5bc3787fe91f4db931bc3a4493ca575a2e09a2dddca43da81,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,2,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,8f8f75ab89c27f5bd309a75682bc888632cd1e3a417c99b7ac6e9643ec5ccaea,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,2,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,8f8f75ab89c27f5bd309a75682bc888632cd1e3a417c99b7ac6e9643ec5ccaea,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,2,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,8f8f75ab89c27f5bd309a75682bc888632cd1e3a417c99b7ac6e9643ec5ccaea,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,2,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,8f8f75ab89c27f5bd309a75682bc888632cd1e3a417c99b7ac6e9643ec5ccaea,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,Random-HG-TP,external_tp_baseline,structural_storage_ratio,0.2,,,,,2,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,8f8f75ab89c27f5bd309a75682bc888632cd1e3a417c99b7ac6e9643ec5ccaea,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
