dataset,method,method_family,budget_type,requested_budget,actual_support_node_ratio,actual_support_edge_ratio,actual_structural_storage_ratio,raw_hgb_text_byte_ratio,graph_seed,training_seed,official_hgb_exported,official_sehgnn_unmodified,training_executed,success,failure_type,failure_reason,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,compress_time_seconds,export_time_seconds,sehgnn_preprocess_time_seconds,train_time_seconds,eval_time_seconds,peak_cpu_rss_mb,peak_gpu_memory_mb,preprocessed_cache_bytes,export_hash,selected_edge_hash,no_test_leakage,budget_matched_within_tolerance,budget_infeasible,eligible_for_external_tp_table,protocol_family,schema_compatible,target_preserving,uses_adapter_loader,uses_synthetic_nodes,uses_weighted_superedges,eligible_for_official_main_table,eligible_for_adapter_table,eligible_for_standard_condensation_table,eligible_for_decision,diagnostic_only,uses_test_metrics_for_selection,uses_test_labels_for_selection,no_test_metric_used_for_selection,support_node_ratio,support_edge_ratio,structural_storage_ratio,preprocessed_cache_byte_ratio,static_inference_package_ratio,transform_recipe_package_ratio,reconstructable_package_ratio
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,1,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,126265762aa3a4d51a53f10748586ebc07136ccfe1c4f35985c8556031ced3f4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,2,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,2,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,2,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,2,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,2,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,3,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,3,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,3,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,3,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,3,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,4,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,4,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,4,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,4,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,4,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,5,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,5,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,5,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,5,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,structural_storage_ratio,0.3,,,,,5,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,1,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,126265762aa3a4d51a53f10748586ebc07136ccfe1c4f35985c8556031ced3f4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,1,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,126265762aa3a4d51a53f10748586ebc07136ccfe1c4f35985c8556031ced3f4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,1,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,126265762aa3a4d51a53f10748586ebc07136ccfe1c4f35985c8556031ced3f4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,1,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,126265762aa3a4d51a53f10748586ebc07136ccfe1c4f35985c8556031ced3f4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,1,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,126265762aa3a4d51a53f10748586ebc07136ccfe1c4f35985c8556031ced3f4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,2,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,2,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,2,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,2,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,2,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,89eac4f2c21edd6322f5b8045e37d2f329b2b7934965d30252dca4f1fc887c1d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,3,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,3,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,3,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,3,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,3,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,1dbf281a2a61ba8bc44a68c6783a42abf539895288cb9daa9f1388bba0109de6,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,4,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,4,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,4,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,4,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,4,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,e89faa5ba4dc0d88cd31ebf8b2414c74228f3f3449ad2aef1cad289ff0584fe4,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,5,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,5,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,5,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,5,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.3,,,,,5,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,5dd22985436526c47298d0242cd87c4fa3989f4d57331f1d70f7afb2f97c478d,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,0.48534275746454625,0.2967115533923846,0.324339277514735,0.5511520019818972,1,1,True,True,True,True,,,0.8658450000000001,0.8608899999999999,0.8847740000000001,0.879536,3.899293700000001,0.08520680000000169,,22.960174099999996,,,,NaN,,ef29a770775f7c3770c63b03b1fef1061ef1603b1d56c6813878fff36341391a,True,True,False,True,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,0.48534275746454625,0.2967115533923846,0.324339277514735,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,1,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ef29a770775f7c3770c63b03b1fef1061ef1603b1d56c6813878fff36341391a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,1,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ef29a770775f7c3770c63b03b1fef1061ef1603b1d56c6813878fff36341391a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,1,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ef29a770775f7c3770c63b03b1fef1061ef1603b1d56c6813878fff36341391a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,1,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,ef29a770775f7c3770c63b03b1fef1061ef1603b1d56c6813878fff36341391a,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,2,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,39786bc12c141654ad05ae4830bf977853db9810293cb43ec65d769fe97108d8,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,2,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,39786bc12c141654ad05ae4830bf977853db9810293cb43ec65d769fe97108d8,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,2,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,39786bc12c141654ad05ae4830bf977853db9810293cb43ec65d769fe97108d8,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,2,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,39786bc12c141654ad05ae4830bf977853db9810293cb43ec65d769fe97108d8,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,2,5,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,39786bc12c141654ad05ae4830bf977853db9810293cb43ec65d769fe97108d8,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,3,1,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,444f3c7959c05062ded8fdef308029d2f04fd99dcadb220f728bf6cd3fe4cf67,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,3,2,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,444f3c7959c05062ded8fdef308029d2f04fd99dcadb220f728bf6cd3fe4cf67,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,3,3,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,444f3c7959c05062ded8fdef308029d2f04fd99dcadb220f728bf6cd3fe4cf67,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
DBLP,KCenter-HG-TP,external_tp_baseline,support_node_ratio,0.5,,,,,3,4,True,True,False,False,not_executed_missing_gate21_9_5x5_task_metric,Gate21.8 source row had no successful task metric for this 5x5 cell.,NaN,NaN,,,,,,,,,,NaN,,444f3c7959c05062ded8fdef308029d2f04fd99dcadb220f728bf6cd3fe4cf67,True,False,False,False,schema_preserving_tp_workload,True,True,False,False,False,False,False,False,True,False,False,False,True,,,,,,,
