dataset,method,method_family,requested_budget_type,requested_budget,actual_structural_storage_ratio,support_node_ratio,support_edge_ratio,raw_hgb_text_byte_ratio,graph_seed_count,training_seed_count,test_micro_f1_mean,test_micro_f1_std,test_macro_f1_mean,test_macro_f1_std,validation_micro_f1_mean,validation_macro_f1_mean,validation_proxy_score,recovery_vs_native_full_micro,recovery_vs_native_full_macro,schema_compatible,target_preserving,official_hgb_exported,official_sehgnn_unmodified,training_executed,eligible_for_main_table,success,failure_type,failure_reason,selected_edge_hash,planner_config_hash,source_path,repo_url
ACM,Degree-edge-relwise,relation_structural_baseline,structural_storage_ratio,0.5,0.5,all_target_preserved,0.5,0.5,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Degree-edge-relwise local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,1149259f09dae73fc4cc57cfd27d39d49459216e409e137159d255d29cdc7c13,8501be1c8220ee00300f2cf4c0c5d5800f054943fb30fe12b8956abcc18efe50,local:structural_baseline_impl,
ACM,Degree-edge-relwise,relation_structural_baseline,structural_storage_ratio,0.3,0.3,all_target_preserved,0.3,0.3,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Degree-edge-relwise local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,6786752573d94b879a98de02207c6f4d98a727411f15220bda921575306d46f2,73f55b5e531c7015e70515283f15a3db95ac3fe250f673cf764efdd1898f486a,local:structural_baseline_impl,
ACM,Degree-edge-relwise,relation_structural_baseline,structural_storage_ratio,0.2,0.2,all_target_preserved,0.2,0.2,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Degree-edge-relwise local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,7f176ead918be79968e881e07510f827d41467a11017caf05ed737c4549897c1,cb9f2b7468f8cabe18176febc8ade425fb1abaebbbfac0ed3dbdc923052b60be,local:structural_baseline_impl,
ACM,Degree-edge-relwise,relation_structural_baseline,structural_storage_ratio,0.16,0.16,all_target_preserved,0.16,0.16,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Degree-edge-relwise local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,69795af1f2ab0e063952835d9c230fa762886a933b99bd323922b3afa00c0b1d,ee8dbaaa99778b194606d82ab2565188ff05da33ca596327e3969c6744f1a2dd,local:structural_baseline_impl,
ACM,Degree-edge-relwise,relation_structural_baseline,structural_storage_ratio,0.12,0.12,all_target_preserved,0.12,0.12,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Degree-edge-relwise local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,140aabb81db2c7c0f0bab4f4ac8824e4cd70e9208e434ae7666263765597ee65,3bdff88e5c2a83bfa38abef369b8fafb212e662e02612fc4bd853339a998036b,local:structural_baseline_impl,
ACM,Proportional-relation-budget,relation_structural_baseline,structural_storage_ratio,0.5,0.5,all_target_preserved,0.5,0.5,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Proportional-relation-budget local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,290f6d8d841efe8f863d2239d843eea01da9887b7c310ee083273b7dbcd48c86,48c743f359b1c355778ba28541a1878b9ce75fab4f051628a24379f670e0f679,local:structural_baseline_impl,
ACM,Proportional-relation-budget,relation_structural_baseline,structural_storage_ratio,0.3,0.3,all_target_preserved,0.3,0.3,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Proportional-relation-budget local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,244cdd9c1ddd401870b880126fc72658162aa873ee50a946253dc088ce0e77f4,f3f2063f9e07a4a45c5d6bdb489ab89635794af4448e6a2e21ca8cd6c8143480,local:structural_baseline_impl,
ACM,Proportional-relation-budget,relation_structural_baseline,structural_storage_ratio,0.2,0.2,all_target_preserved,0.2,0.2,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Proportional-relation-budget local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,a692150977112a9ac236d39c8cc9d393287228a34b01b54c77fc4a4408cdd8bd,0d11f04a9bd898ed21873190e61d7643b62cbb61058a011cc555d8ca107685ed,local:structural_baseline_impl,
ACM,Proportional-relation-budget,relation_structural_baseline,structural_storage_ratio,0.16,0.16,all_target_preserved,0.16,0.16,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Proportional-relation-budget local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,6206a61338d5db3723a71d70b425a0d370d766b4159ab234500306868e2e9b30,1fb25b0d34537f67b081b3f49ea9b5d4e5ea7fcfc5e2390e1bc48ca56c76eb96,local:structural_baseline_impl,
ACM,Proportional-relation-budget,relation_structural_baseline,structural_storage_ratio,0.12,0.12,all_target_preserved,0.12,0.12,1,1,,,,,,,,,,True,True,True,True,False,True,False,implemented_pending_official_training,Proportional-relation-budget local relation-wise implementation generated a schema-preserving export plan; official SeHGNN training is pending.,a508fea5d0453c6e95ec5ed4f9b9c402899be1c351fe92697212da5402202a74,394ed04b5e87f2013b55317e8b2c69e115a3cca44b8698727894483ce43ef02f,local:structural_baseline_impl,
