dataset,method,canonical_method,graph_seed,training_seed,export_hash,success,status,failure_type,failure_message,structural_storage_ratio,raw_hgb_text_byte_ratio,support_edge_ratio,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1
DBLP,export-full-SeHGNN,export-full-SeHGNN,,3,,True,success,,,,,,0.9517610000000001,0.9483889999999999,0.942387,0.9374809999999999
DBLP,export-full-SeHGNN,export-full-SeHGNN,,4,,True,success,,,,,,0.952817,0.94896,0.946502,0.945612
DBLP,export-full-SeHGNN,export-full-SeHGNN,,5,,True,success,,,,,,0.953873,0.95042,0.950617,0.947224
DBLP,H6-node30,H6-node30,1,1,75a05d26f30ce8c2553fcdad52f04c525c26b1c9b406fc417f7292bf3c2f0545,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9492959999999999,0.9452079999999999,0.938272,0.935461
DBLP,H6-node30,H6-node30,1,2,75a05d26f30ce8c2553fcdad52f04c525c26b1c9b406fc417f7292bf3c2f0545,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.948592,0.945251,0.962963,0.960235
DBLP,H6-node30,H6-node30,1,3,75a05d26f30ce8c2553fcdad52f04c525c26b1c9b406fc417f7292bf3c2f0545,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.947887,0.944371,0.942387,0.938376
DBLP,H6-node30,H6-node30,1,4,75a05d26f30ce8c2553fcdad52f04c525c26b1c9b406fc417f7292bf3c2f0545,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.941197,0.936866,0.942387,0.941682
DBLP,H6-node30,H6-node30,1,5,75a05d26f30ce8c2553fcdad52f04c525c26b1c9b406fc417f7292bf3c2f0545,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9482389999999999,0.944818,0.946502,0.942473
DBLP,H6-node30,H6-node30,2,1,5691b2d6498a1b68454147d2be0f23029293ab1a9f7f8c622e288eedec927080,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.9492959999999999,0.9452079999999999,0.938272,0.935461
DBLP,H6-node30,H6-node30,2,2,5691b2d6498a1b68454147d2be0f23029293ab1a9f7f8c622e288eedec927080,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.948592,0.945251,0.962963,0.960235
DBLP,H6-node30,H6-node30,2,3,5691b2d6498a1b68454147d2be0f23029293ab1a9f7f8c622e288eedec927080,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.947887,0.944371,0.942387,0.938376
DBLP,H6-node30,H6-node30,2,4,5691b2d6498a1b68454147d2be0f23029293ab1a9f7f8c622e288eedec927080,True,success,,,0.7765286382078632,0.5511642282465133,0.8166434302029504,0.941197,0.936866,0.942387,0.941682
