dataset,method,method_family,base_graph_method,canonical_base_graph_method,graph_seed,training_seed,feature_compression_method,uses_feature_adapter,official_sehgnn_unmodified,eligible_for_main_decision,eligible_for_adapter_table,official_text_hgb_byte_ratio,hgb_raw_file_byte_ratio,adapter_binary_feature_byte_ratio,adapter_effective_deployment_byte_ratio,effective_total_byte_ratio,preprocessed_cache_byte_ratio,feature_storage_ratio,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,feature_loader_audit_pass,fit_uses_labels,fit_uses_test_labels,fit_uses_validation_labels,fit_uses_test_features,success,status,failed_reason,sidecar_feature_bytes,sidecar_metadata_bytes,node_dat_bytes,link_dat_bytes,label_dat_bytes,label_test_dat_bytes,info_dat_bytes,export_total_bytes,native_full_total_bytes,preprocessed_cache_bytes,train_time_seconds,peak_memory_mb
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,2,pca_svd_dim64,True,False,False,True,0.10632234687558036,0.10632234687558036,0.0015287072844690594,0.004472866040348612,0.004472866040348612,,0.015126447648310093,0.947535,0.9436249999999999,0.9547329999999999,0.9512160000000001,,False,False,False,True,True,success,,201806,0,13341269,334083,16378,38200,0,14035707,132010884,0,13.601350000000025,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,2,random_projection_dim128,True,False,False,True,0.14150935463775852,0.14150935463775852,0.004121917704906816,0.00706607646078637,0.00706607646078637,,0.030252895296620185,0.948592,0.944714,0.950617,0.9473619999999999,,False,False,False,True,True,success,,544138,0,17986324,334083,16378,38200,0,18680775,132010884,0,13.42445470000007,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,2,random_projection_dim64,True,False,False,True,0.10564877362687762,0.10564877362687762,0.00151851115548927,0.004462669911368823,0.004462669911368823,,0.015126447648310093,0.9503520000000001,0.946667,0.9547329999999999,0.9512160000000001,,False,False,False,True,True,success,,200460,0,13252338,334083,16378,38200,0,13946788,132010884,0,13.6982359000001,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,3,raw_features_adapter_control,True,False,False,True,0.5300200777384386,0.5300200777384386,0.5247597387500261,0.5277038975059056,0.5277038975059056,,1.0,0.947183,0.942654,0.942387,0.937987,,False,False,False,True,True,success,,69273997,0,69273997,334083,16378,38200,0,69968419,132010884,0,15.86974720000012,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,3,fp16_node_features,True,False,False,True,0.5300201837903002,0.5300201837903002,0.2623798655874466,0.265324054643858,0.265324054643858,,0.5,0.947183,0.942654,0.942387,0.937987,,False,False,False,True,True,success,,34636998,4,69273997,334083,16378,38200,0,69968433,132010884,0,16.018431100000043,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,3,int8_per_feature,True,False,False,True,0.5342065507265294,0.5342065507265294,0.1322365207402141,0.13543708259691678,0.13543708259691678,,0.25,0.9464790000000001,0.941964,0.942387,0.937987,,False,False,False,True,True,success,,17456660,33848,69826643,334083,16378,38200,0,70521079,132010884,0,16.13269850000006,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,3,pca_svd_dim128,True,False,False,True,0.14273091300562762,0.14273091300562762,0.00415887677867531,0.007103035534554863,0.007103035534554863,,0.030252895296620185,0.947535,0.943337,0.942387,0.938376,,False,False,False,True,True,success,,549017,0,18147593,334083,16378,38200,0,18842034,132010884,0,13.820225499999879,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,3,pca_svd_dim64,True,False,False,True,0.10632234687558036,0.10632234687558036,0.0015287072844690594,0.004472866040348612,0.004472866040348612,,0.015126447648310093,0.947183,0.9427150000000001,0.946502,0.9424379999999999,,False,False,False,True,True,success,,201806,0,13341269,334083,16378,38200,0,14035707,132010884,0,13.481016500000123,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,3,random_projection_dim128,True,False,False,True,0.14150935463775852,0.14150935463775852,0.004121917704906816,0.00706607646078637,0.00706607646078637,,0.030252895296620185,0.947183,0.9427949999999999,0.942387,0.938376,,False,False,False,True,True,success,,544138,0,17986324,334083,16378,38200,0,18680775,132010884,0,14.094187200000079,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,3,random_projection_dim64,True,False,False,True,0.10564877362687762,0.10564877362687762,0.00151851115548927,0.004462669911368823,0.004462669911368823,,0.015126447648310093,0.9464790000000001,0.9420839999999999,0.946502,0.9424379999999999,,False,False,False,True,True,success,,200460,0,13252338,334083,16378,38200,0,13946788,132010884,0,13.185530700000072,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,4,raw_features_adapter_control,True,False,False,True,0.5300200777384386,0.5300200777384386,0.5247597387500261,0.5277038975059056,0.5277038975059056,,1.0,0.9390850000000001,0.934622,0.942387,0.940697,,False,False,False,True,True,success,,69273997,0,69273997,334083,16378,38200,0,69968419,132010884,0,24.40987969999992,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,4,fp16_node_features,True,False,False,True,0.5300201837903002,0.5300201837903002,0.2623798655874466,0.265324054643858,0.265324054643858,,0.5,0.9390850000000001,0.934622,0.942387,0.940697,,False,False,False,True,True,success,,34636998,4,69273997,334083,16378,38200,0,69968433,132010884,0,24.221666299999924,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,4,int8_per_feature,True,False,False,True,0.5342065507265294,0.5342065507265294,0.1322365207402141,0.13543708259691678,0.13543708259691678,,0.25,0.936268,0.931324,0.946502,0.94501,,False,False,False,True,True,success,,17456660,33848,69826643,334083,16378,38200,0,70521079,132010884,0,29.273452200000065,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,4,pca_svd_dim128,True,False,False,True,0.14273091300562762,0.14273091300562762,0.00415887677867531,0.007103035534554863,0.007103035534554863,,0.030252895296620185,0.9309860000000001,0.926038,0.950617,0.9496899999999999,,False,False,False,True,True,success,,549017,0,18147593,334083,16378,38200,0,18842034,132010884,0,25.39811920000011,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,4,pca_svd_dim64,True,False,False,True,0.10632234687558036,0.10632234687558036,0.0015287072844690594,0.004472866040348612,0.004472866040348612,,0.015126447648310093,0.946127,0.9420149999999999,0.938272,0.9367260000000001,,False,False,False,True,True,success,,201806,0,13341269,334083,16378,38200,0,14035707,132010884,0,18.032141000000138,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,4,random_projection_dim128,True,False,False,True,0.14150935463775852,0.14150935463775852,0.004121917704906816,0.00706607646078637,0.00706607646078637,,0.030252895296620185,0.939789,0.934634,0.946502,0.9455469999999999,,False,False,False,True,True,success,,544138,0,17986324,334083,16378,38200,0,18680775,132010884,0,23.536120399999845,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,4,random_projection_dim64,True,False,False,True,0.10564877362687762,0.10564877362687762,0.00151851115548927,0.004462669911368823,0.004462669911368823,,0.015126447648310093,0.946127,0.9417310000000001,0.938272,0.937686,,False,False,False,True,True,success,,200460,0,13252338,334083,16378,38200,0,13946788,132010884,0,17.78047259999994,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,5,raw_features_adapter_control,True,False,False,True,0.5300200777384386,0.5300200777384386,0.5247597387500261,0.5277038975059056,0.5277038975059056,,1.0,0.945423,0.9415399999999999,0.950617,0.946817,,False,False,False,True,True,success,,69273997,0,69273997,334083,16378,38200,0,69968419,132010884,0,15.536207099999956,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,5,fp16_node_features,True,False,False,True,0.5300201837903002,0.5300201837903002,0.2623798655874466,0.265324054643858,0.265324054643858,,0.5,0.945423,0.9415399999999999,0.950617,0.946817,,False,False,False,True,True,success,,34636998,4,69273997,334083,16378,38200,0,69968433,132010884,0,15.674450399999841,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,5,int8_per_feature,True,False,False,True,0.5342065507265294,0.5342065507265294,0.1322365207402141,0.13543708259691678,0.13543708259691678,,0.25,0.945775,0.941949,0.950617,0.946817,,False,False,False,True,True,success,,17456660,33848,69826643,334083,16378,38200,0,70521079,132010884,0,15.466028099999903,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,5,pca_svd_dim128,True,False,False,True,0.14273091300562762,0.14273091300562762,0.00415887677867531,0.007103035534554863,0.007103035534554863,,0.030252895296620185,0.9503520000000001,0.946515,0.946502,0.941413,,False,False,False,True,True,success,,549017,0,18147593,334083,16378,38200,0,18842034,132010884,0,15.624406800000088,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,5,pca_svd_dim64,True,False,False,True,0.10632234687558036,0.10632234687558036,0.0015287072844690594,0.004472866040348612,0.004472866040348612,,0.015126447648310093,0.95,0.946318,0.946502,0.941658,,False,False,False,True,True,success,,201806,0,13341269,334083,16378,38200,0,14035707,132010884,0,13.059115699999893,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,5,random_projection_dim128,True,False,False,True,0.14150935463775852,0.14150935463775852,0.004121917704906816,0.00706607646078637,0.00706607646078637,,0.030252895296620185,0.947183,0.943045,0.950617,0.945394,,False,False,False,True,True,success,,544138,0,17986324,334083,16378,38200,0,18680775,132010884,0,15.149002299999893,
DBLP,SeHGNN-feature-compressed-adapter,feature_compressed_adapter,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,H6-dirskel-AP100-PA00-PV100-VP00-PTTP00,1,5,random_projection_dim64,True,False,False,True,0.10564877362687762,0.10564877362687762,0.00151851115548927,0.004462669911368823,0.004462669911368823,,0.015126447648310093,0.948944,0.945428,0.942387,0.93719,,False,False,False,True,True,success,,200460,0,13252338,334083,16378,38200,0,13946788,132010884,0,12.87269769999989,
