dataset,method,canonical_method,method_family,budget_strategy,edge_score_strategy,relation_channel_spec,graph_seed,training_seed,export_hash,run_id,success,status,failed_reason,traceback_path,model_name,schema_compatible,uses_weighted_superedges,official_sehgnn_unmodified,eligible_for_main_decision,cache_hygiene_pass,no_test_label_export_leakage,no_test_label_scoring_leakage,semantic_structural_storage_ratio,hgb_raw_file_byte_ratio,effective_total_byte_ratio,preprocessed_cache_byte_ratio,support_node_ratio,support_edge_ratio,total_node_ratio,total_edge_ratio,validation_micro_f1,validation_macro_f1,test_micro_f1,test_macro_f1,test_accuracy_if_single_label,native_full_test_micro_f1,native_full_test_macro_f1,export_full_test_micro_f1,export_full_test_macro_f1,recovery_vs_native_full_micro,recovery_vs_native_full_macro,mapping_bijective,split_disjoint,relation_order_matches_official,node_type_order_matches_official,schema_complete,stdout_path,stderr_path,deterministic_graph_method,graph_seed_independence_required,graph_seed_independence_status,official_text_hgb_byte_ratio
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP00-PTTP00,1,1,2b6f13a16a5f71c8d7facda2b7e685f125832d457efbcda7771b81276a7c61ae,d8c4f70105a0e881,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15239711848969115,0.5310533334508994,,,0.30003171582619725,0.12444169873855221,0.40871861604409065,0.12444169873855221,0.925926,0.922593,0.946127,0.941913,0.946127,0.953873,0.949979,0.953873,0.949979,0.9918794221033619,0.991509285994743,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5310533334508994
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP00-PTTP00,1,2,2b6f13a16a5f71c8d7facda2b7e685f125832d457efbcda7771b81276a7c61ae,45891604f7154298,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15239711848969115,0.5310533334508994,,,0.30003171582619725,0.12444169873855221,0.40871861604409065,0.12444169873855221,0.9547329999999999,0.9515210000000001,0.951408,0.947885,0.951408,0.954577,0.951351,0.954577,0.951351,0.9966802049494174,0.9963567600181217,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5310533334508994
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP00-PTTP00,1,3,2b6f13a16a5f71c8d7facda2b7e685f125832d457efbcda7771b81276a7c61ae,74c810e462313a3e,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15239711848969115,0.5310533334508994,,,0.30003171582619725,0.12444169873855221,0.40871861604409065,0.12444169873855221,0.950617,0.9459390000000001,0.948592,0.9448799999999999,0.948592,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.996670382585544,0.9963000414386923,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5310533334508994
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP00-PTTP00,1,4,2b6f13a16a5f71c8d7facda2b7e685f125832d457efbcda7771b81276a7c61ae,21dbfbdf7235f147,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15239711848969115,0.5310533334508994,,,0.30003171582619725,0.12444169873855221,0.40871861604409065,0.12444169873855221,0.938272,0.937093,0.944366,0.93998,0.944366,0.952817,0.94896,0.952817,0.94896,0.9911305108955865,0.9905370089360985,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5310533334508994
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP00-PTTP00,1,5,2b6f13a16a5f71c8d7facda2b7e685f125832d457efbcda7771b81276a7c61ae,e13165849d1ac08c,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15239711848969115,0.5310533334508994,,,0.30003171582619725,0.12444169873855221,0.40871861604409065,0.12444169873855221,0.950617,0.946018,0.9510559999999999,0.947671,0.9510559999999999,0.953873,0.95042,0.953873,0.95042,0.9970467766673341,0.997107594537152,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5310533334508994
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV100-VP50-PTTP00,1,1,95796bf6a36fd3416b48d242ccc8be4b419a5b5a9678f36574134cb3b73bd881,afacda3bf72fefd2,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.12628437224777375,0.5302519525586996,,,0.30003171582619725,0.09548099479892806,0.40871861604409065,0.09548099479892806,0.925926,0.923612,0.944366,0.940067,0.944366,0.953873,0.949979,0.953873,0.949979,0.9900332643863492,0.98956608514504,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5302519525586996
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV100-VP50-PTTP00,1,2,95796bf6a36fd3416b48d242ccc8be4b419a5b5a9678f36574134cb3b73bd881,1c741ae07ff7fdd1,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.12628437224777375,0.5302519525586996,,,0.30003171582619725,0.09548099479892806,0.40871861604409065,0.09548099479892806,0.946502,0.942376,0.947887,0.943808,0.947887,0.954577,0.951351,0.954577,0.951351,0.9929916601803731,0.9920712754808688,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5302519525586996
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV100-VP50-PTTP00,1,3,95796bf6a36fd3416b48d242ccc8be4b419a5b5a9678f36574134cb3b73bd881,8595109162dedc57,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.12628437224777375,0.5302519525586996,,,0.30003171582619725,0.09548099479892806,0.40871861604409065,0.09548099479892806,0.942387,0.937987,0.947183,0.942654,0.947183,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.995189968910262,0.9939529032917928,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5302519525586996
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV100-VP50-PTTP00,1,4,95796bf6a36fd3416b48d242ccc8be4b419a5b5a9678f36574134cb3b73bd881,76b512d3042f224c,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.12628437224777375,0.5302519525586996,,,0.30003171582619725,0.09548099479892806,0.40871861604409065,0.09548099479892806,0.942387,0.940697,0.9390850000000001,0.934622,0.9390850000000001,0.952817,0.94896,0.952817,0.94896,0.9855879985348709,0.9848908278536502,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5302519525586996
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV100-VP50-PTTP00,1,5,95796bf6a36fd3416b48d242ccc8be4b419a5b5a9678f36574134cb3b73bd881,79aa7e743b165f2b,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.12628437224777375,0.5302519525586996,,,0.30003171582619725,0.09548099479892806,0.40871861604409065,0.09548099479892806,0.950617,0.946817,0.945423,0.9415399999999999,0.945423,0.953873,0.95042,0.953873,0.95042,0.991141378359593,0.9906567622735211,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5302519525586996
DBLP,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP50-PTTP00,1,1,dc84bd4952faee8d20d9fd5a9c13fad007c135791eeb6a5490d4dbd8467e4a7d,51cdd0b43e7a8169,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15916430179078186,0.5312848976907086,,,0.30003171582619725,0.131946937378426,0.40871861604409065,0.131946937378426,0.921811,0.9187109999999999,0.9496479999999999,0.945886,0.9496479999999999,0.953873,0.949979,0.953873,0.949979,0.9955706891797964,0.995691483706482,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5312848976907086
DBLP,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP50-PTTP00,1,2,dc84bd4952faee8d20d9fd5a9c13fad007c135791eeb6a5490d4dbd8467e4a7d,ec6d96572e84b131,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15916430179078186,0.5312848976907086,,,0.30003171582619725,0.131946937378426,0.40871861604409065,0.131946937378426,0.958848,0.955997,0.952113,0.9488840000000001,0.952113,0.954577,0.951351,0.954577,0.951351,0.9974187519707682,0.9974068456332101,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5312848976907086
DBLP,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP50-PTTP00,1,3,dc84bd4952faee8d20d9fd5a9c13fad007c135791eeb6a5490d4dbd8467e4a7d,b5402115408de264,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15916430179078186,0.5312848976907086,,,0.30003171582619725,0.131946937378426,0.40871861604409065,0.131946937378426,0.942387,0.938376,0.9464790000000001,0.942572,0.9464790000000001,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9944502874145925,0.9938664408802718,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5312848976907086
DBLP,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP50-PTTP00,1,4,dc84bd4952faee8d20d9fd5a9c13fad007c135791eeb6a5490d4dbd8467e4a7d,3742316dccc5e74c,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15916430179078186,0.5312848976907086,,,0.30003171582619725,0.131946937378426,0.40871861604409065,0.131946937378426,0.9300409999999999,0.928618,0.951408,0.947614,0.951408,0.952817,0.94896,0.952817,0.94896,0.9985212270561923,0.9985816051256111,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5312848976907086
DBLP,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,H6-dirskel-AP100-PA50-PV100-VP50-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA50-PV100-VP50-PTTP00,1,5,dc84bd4952faee8d20d9fd5a9c13fad007c135791eeb6a5490d4dbd8467e4a7d,e685877e0999288c,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.15916430179078186,0.5312848976907086,,,0.30003171582619725,0.131946937378426,0.40871861604409065,0.131946937378426,0.946502,0.942473,0.9492959999999999,0.945879,0.9492959999999999,0.953873,0.95042,0.953873,0.95042,0.995201667307912,0.995222112329286,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA50-PV100-VP50-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5312848976907086
DBLP,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV50-VP00-PTTP00,1,1,2a81c5c396dab0c56a10aa0b57408d1efc8d62b1f9ceb014b77b0358c7c91efe,4ba58cbf118a94be,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.1127462419173937,0.5297887028769537,,,0.30003171582619725,0.08046634330414165,0.40871861604409065,0.08046634330414165,0.921811,0.918453,0.915845,0.9108620000000001,0.915845,0.953873,0.949979,0.953873,0.949979,0.9601330575453966,0.9588233003045331,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5297887028769537
DBLP,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV50-VP00-PTTP00,1,2,2a81c5c396dab0c56a10aa0b57408d1efc8d62b1f9ceb014b77b0358c7c91efe,7c92e3b25ecb879f,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.1127462419173937,0.5297887028769537,,,0.30003171582619725,0.08046634330414165,0.40871861604409065,0.08046634330414165,0.938272,0.9346869999999999,0.9239440000000001,0.91861,0.9239440000000001,0.954577,0.951351,0.954577,0.951351,0.9679093462339865,0.9655847316079975,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5297887028769537
DBLP,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV50-VP00-PTTP00,1,3,2a81c5c396dab0c56a10aa0b57408d1efc8d62b1f9ceb014b77b0358c7c91efe,a7ed600789b42e37,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.1127462419173937,0.5297887028769537,,,0.30003171582619725,0.08046634330414165,0.40871861604409065,0.08046634330414165,0.938272,0.933881,0.919366,0.913976,0.919366,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9659630936758282,0.9637142564917983,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5297887028769537
DBLP,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV50-VP00-PTTP00,1,4,2a81c5c396dab0c56a10aa0b57408d1efc8d62b1f9ceb014b77b0358c7c91efe,b62e8ec688ebad06,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.1127462419173937,0.5297887028769537,,,0.30003171582619725,0.08046634330414165,0.40871861604409065,0.08046634330414165,0.946502,0.9454290000000001,0.921127,0.916477,0.921127,0.952817,0.94896,0.952817,0.94896,0.9667407277577961,0.9657698954645084,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_4\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5297887028769537
DBLP,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,H6-dirskel-AP100-PA00-PV50-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP100-PA00-PV50-VP00-PTTP00,1,5,2a81c5c396dab0c56a10aa0b57408d1efc8d62b1f9ceb014b77b0358c7c91efe,656362998a2132db,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.1127462419173937,0.5297887028769537,,,0.30003171582619725,0.08046634330414165,0.40871861604409065,0.08046634330414165,0.938272,0.934576,0.9242959999999999,0.9198090000000001,0.9242959999999999,0.953873,0.95042,0.953873,0.95042,0.968992727543394,0.9677921340039142,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_5\H6-dirskel-AP100-PA00-PV50-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5297887028769537
DBLP,H6-dirskel-AP50-PA00-PV100-VP00-PTTP00,H6-dirskel-AP50-PA00-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP50-PA00-PV100-VP00-PTTP00,1,1,ecd128298fa3b76b75eeaf70b7864d20b07b722105c5367d2f5a50a7026d7f0c,32f2360e4f5685a2,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.0866334956754763,0.5289873295598869,,,0.30003171582619725,0.051505639364517505,0.40871861604409065,0.051505639364517505,0.872428,0.864229,0.878873,0.873947,0.878873,0.953873,0.949979,0.953873,0.949979,0.9213731807064462,0.9199645465847139,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP50-PA00-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_1\H6-dirskel-AP50-PA00-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5289873295598869
DBLP,H6-dirskel-AP50-PA00-PV100-VP00-PTTP00,H6-dirskel-AP50-PA00-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP50-PA00-PV100-VP00-PTTP00,1,2,ecd128298fa3b76b75eeaf70b7864d20b07b722105c5367d2f5a50a7026d7f0c,62826a3e4277be32,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.0866334956754763,0.5289873295598869,,,0.30003171582619725,0.051505639364517505,0.40871861604409065,0.051505639364517505,0.860082,0.856005,0.881338,0.876212,0.881338,0.954577,0.951351,0.954577,0.951351,0.9232759641181382,0.9210186356034734,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP50-PA00-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_2\H6-dirskel-AP50-PA00-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5289873295598869
DBLP,H6-dirskel-AP50-PA00-PV100-VP00-PTTP00,H6-dirskel-AP50-PA00-PV100-VP00-PTTP00,schema_compatible_directed_skeleton,directed_relation_channel_skeleton,random_edge_within_relation,AP50-PA00-PV100-VP00-PTTP00,1,3,ecd128298fa3b76b75eeaf70b7864d20b07b722105c5367d2f5a50a7026d7f0c,024a47cbacf9e77b,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.0866334956754763,0.5289873295598869,,,0.30003171582619725,0.051505639364517505,0.40871861604409065,0.051505639364517505,0.8641979999999999,0.8542839999999999,0.880986,0.8755809999999999,0.880986,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9256378439545222,0.9232298139265639,True,True,True,True,True,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP50-PA00-PV100-VP00-PTTP00\stdout.log,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\runs\DBLP\graph_seed_1\training_seed_3\H6-dirskel-AP50-PA00-PV100-VP00-PTTP00\stderr.log,True,False,not_applicable_deterministic,0.5289873295598869
