"dataset","method","base_graph_method","canonical_base_graph_method","graph_seed","training_seed","relation_channel_spec","term_channel_spec","feature_transform_name","feature_transform_family","node_types_modified","feature_dim_by_type_after_loader","semantic_structural_storage_ratio","hgb_raw_file_byte_ratio","effective_total_byte_ratio","support_edge_ratio","test_micro_f1","test_macro_f1","validation_micro_f1","validation_macro_f1","official_sehgnn_unmodified","eligible_for_main_decision","eligible_for_adapter_table","cache_hygiene_pass","feature_loader_audit_pass","fit_uses_labels","fit_uses_test_labels","success","status","failed_reason"
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","zero-all-support-features","zero","","","0.7765286382078632","0.5347854878390179","0.5347854878390179","0.8166434302029504","0.947183","0.9432670000000001","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","author-only-features","type_only","","","0.19881894209127793","0.5161711060127436","0.5161711060127436","0.1759264670278754","0.947183","0.9432729999999999","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","author-only-features","type_only","","","0.3721235707242166","0.5217552289097617","0.5217552289097617","0.3681323727073124","0.947887","0.94387","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","author-only-features","type_only","","","0.7765286382078632","0.5347854120876882","0.5347854120876882","0.8166434302029504","0.947183","0.9432670000000001","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","paper-only-features","type_only","","","0.19881894209127793","0.5167086525986752","0.5167086525986752","0.1759264670278754","0.945775","0.941897","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","paper-only-features","type_only","","","0.3721235707242166","0.5222927754956932","0.5222927754956932","0.3681323727073124","0.945775","0.941832","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","paper-only-features","type_only","","","0.7765286382078632","0.5353229586736197","0.5353229586736197","0.8166434302029504","0.9450700000000001","0.941068","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","venue-only-features","type_only","","","0.19881894209127793","0.5136067341235288","0.5136067341235288","0.1759264670278754","0.948592","0.945367","0.9547329999999999","0.951754","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","venue-only-features","type_only","","","0.3721235707242166","0.5191908570205469","0.5191908570205469","0.3681323727073124","0.948592","0.945252","0.9547329999999999","0.951754","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","venue-only-features","type_only","","","0.7765286382078632","0.5322210401984734","0.5322210401984734","0.8166434302029504","0.9482389999999999","0.944874","0.9547329999999999","0.951754","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","term-only-features","type_only","","","0.19881894209127793","0.5345773383352239","0.5345773383352239","0.1759264670278754","0.9436620000000001","0.939675","0.9547329999999999","0.950877","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","term-only-features","type_only","","","0.3721235707242166","0.5401614612322421","0.5401614612322421","0.3681323727073124","0.944366","0.940445","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","term-only-features","type_only","","","0.7765286382078632","0.5531916444101684","0.5531916444101684","0.8166434302029504","0.945775","0.941989","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","type-constant-support-features","type_constant","","","0.19881894209127793","2.38095970935245","2.38095970935245","0.1759264670278754","0.941901","0.937621","0.958848","0.956585","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","type-constant-support-features","type_constant","","","0.3721235707242166","2.386543832249468","2.386543832249468","0.3681323727073124","0.941901","0.937643","0.958848","0.956585","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","type-constant-support-features","type_constant","","","0.7765286382078632","2.399574015427395","2.399574015427395","0.8166434302029504","0.941197","0.937062","0.9547329999999999","0.952046","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","all-type-constant-features","type_constant","","","0.19881894209127793","2.5451931372567733","2.5451931372567733","0.1759264670278754","0.9447180000000001","0.940793","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","all-type-constant-features","type_constant","","","0.3721235707242166","2.5507772601537915","2.5507772601537915","0.3681323727073124","0.945775","0.941879","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","all-type-constant-features","type_constant","","","0.7765286382078632","2.563807443331718","2.563807443331718","0.8166434302029504","0.9440139999999999","0.940209","0.958848","0.955964","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","pca-all-types-128","pca","","","0.19881894209127793","0.19206620872260805","0.19206620872260805","0.1759264670278754","0.9450700000000001","0.940897","0.946502","0.943086","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","pca-all-types-128","pca","","","0.3721235707242166","0.19765033161962614","0.19765033161962614","0.3681323727073124","0.9482389999999999","0.944334","0.946502","0.943086","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","pca-all-types-128","pca","","","0.7765286382078632","0.2106805147975526","0.2106805147975526","0.8166434302029504","0.947535","0.943553","0.946502","0.943086","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","pca-paper-128","pca","","","0.19881894209127793","0.14526115134567238","0.14526115134567238","0.1759264670278754","0.952113","0.948756","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","pca-paper-128","pca","","","0.3721235707242166","0.15084527424269048","0.15084527424269048","0.3681323727073124","0.952113","0.9487390000000001","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","pca-paper-128","pca","","","0.7765286382078632","0.16387545742061693","0.16387545742061693","0.8166434302029504","0.951408","0.947972","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","pca-paper-64","pca","","","0.19881894209127793","0.1088525852156251","0.1088525852156251","0.1759264670278754","0.9496479999999999","0.946245","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","pca-paper-64","pca","","","0.3721235707242166","0.1144367081126432","0.1144367081126432","0.3681323727073124","0.9507040000000001","0.947391","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","pca-paper-64","pca","","","0.7765286382078632","0.12746689129056965","0.12746689129056965","0.8166434302029504","0.9510559999999999","0.947676","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP00","PTTP00","random-projection-paper-128","random_projection","","","0.19881894209127793","0.14403968387939892","0.14403968387939892","0.1759264670278754","0.952465","0.949034","0.9547329999999999","0.9512160000000001","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP30","PTTP30","random-projection-paper-128","random_projection","","","0.3721235707242166","0.149623806776417","0.149623806776417","0.3681323727073124","0.9503520000000001","0.9469029999999999","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","2","PTTP100","PTTP100","random-projection-paper-128","random_projection","","","0.7765286382078632","0.16265398995434346","0.16265398995434346","0.8166434302029504","0.9507040000000001","0.947239","0.958848","0.955401","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","raw","raw","","","0.19881894209127793","0.5325503160784834","0.5325503160784834","0.1759264670278754","0.948592","0.945121","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","raw","raw","","","0.3721235707242166","0.5381344389755014","0.5381344389755014","0.3681323727073124","0.947887","0.944395","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","raw","raw","","","0.7765286382078632","0.5511646221534279","0.5511646221534279","0.8166434302029504","0.947887","0.944371","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","zero-author","zero","","","0.19881894209127793","0.5325504372806109","0.5325504372806109","0.1759264670278754","0.9496479999999999","0.946202","0.938272","0.933587","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","zero-author","zero","","","0.3721235707242166","0.538134560177629","0.538134560177629","0.3681323727073124","0.9496479999999999","0.946279","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","zero-author","zero","","","0.7765286382078632","0.5511647433555554","0.5511647433555554","0.8166434302029504","0.948592","0.945135","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","zero-paper","zero","","","0.19881894209127793","0.5320128603941475","0.5320128603941475","0.1759264670278754","0.947887","0.944195","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","zero-paper","zero","","","0.3721235707242166","0.5375969832911656","0.5375969832911656","0.3681323727073124","0.9482389999999999","0.944616","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","zero-paper","zero","","","0.7765286382078632","0.550627166469092","0.550627166469092","0.8166434302029504","0.947887","0.9441769999999999","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","zero-venue","zero","","","0.19881894209127793","0.5351147788692938","0.5351147788692938","0.1759264670278754","0.9482389999999999","0.9444889999999999","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","zero-venue","zero","","","0.3721235707242166","0.540698901766312","0.540698901766312","0.3681323727073124","0.946831","0.942921","0.950617","0.9465689999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","zero-venue","zero","","","0.7765286382078632","0.5537290849442383","0.5537290849442383","0.8166434302029504","0.947535","0.943634","0.950617","0.9465689999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","zero-term","zero","","","0.19881894209127793","0.5141441443570668","0.5141441443570668","0.1759264670278754","0.948592","0.945121","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","zero-term","zero","","","0.3721235707242166","0.5197282672540849","0.5197282672540849","0.3681323727073124","0.947887","0.944322","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","zero-term","zero","","","0.7765286382078632","0.5327584504320113","0.5327584504320113","0.8166434302029504","0.9482389999999999","0.9448099999999999","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","zero-target-author-only","zero","","","0.19881894209127793","0.5325506190838022","0.5325506190838022","0.1759264670278754","0.9496479999999999","0.946202","0.938272","0.933587","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","zero-target-author-only","zero","","","0.3721235707242166","0.5381347419808203","0.5381347419808203","0.3681323727073124","0.9496479999999999","0.946279","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","zero-target-author-only","zero","","","0.7765286382078632","0.5511649251587467","0.5511649251587467","0.8166434302029504","0.948592","0.945135","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","zero-support-author-only","zero","","","0.19881894209127793","0.5325506342340681","0.5325506342340681","0.1759264670278754","0.9496479999999999","0.946202","0.938272","0.933587","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","zero-support-author-only","zero","","","0.3721235707242166","0.5381347571310863","0.5381347571310863","0.3681323727073124","0.9496479999999999","0.946279","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","zero-support-author-only","zero","","","0.7765286382078632","0.5511649403090128","0.5511649403090128","0.8166434302029504","0.948592","0.945135","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","zero-all-support-features","zero","","","0.19881894209127793","0.5161711817640733","0.5161711817640733","0.1759264670278754","0.947887","0.94408","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","zero-all-support-features","zero","","","0.3721235707242166","0.5217553046610914","0.5217553046610914","0.3681323727073124","0.947887","0.944125","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","zero-all-support-features","zero","","","0.7765286382078632","0.5347854878390179","0.5347854878390179","0.8166434302029504","0.947887","0.944125","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","author-only-features","type_only","","","0.19881894209127793","0.5161711060127436","0.5161711060127436","0.1759264670278754","0.947887","0.94408","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","author-only-features","type_only","","","0.3721235707242166","0.5217552289097617","0.5217552289097617","0.3681323727073124","0.947887","0.944125","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","author-only-features","type_only","","","0.7765286382078632","0.5347854120876882","0.5347854120876882","0.8166434302029504","0.947887","0.944125","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","paper-only-features","type_only","","","0.19881894209127793","0.5167086525986752","0.5167086525986752","0.1759264670278754","0.9422539999999999","0.938232","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","paper-only-features","type_only","","","0.3721235707242166","0.5222927754956932","0.5222927754956932","0.3681323727073124","0.9464790000000001","0.942842","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","paper-only-features","type_only","","","0.7765286382078632","0.5353229586736197","0.5353229586736197","0.8166434302029504","0.946831","0.943181","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","venue-only-features","type_only","","","0.19881894209127793","0.5136067341235288","0.5136067341235288","0.1759264670278754","0.948592","0.9450749999999999","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","venue-only-features","type_only","","","0.3721235707242166","0.5191908570205469","0.5191908570205469","0.3681323727073124","0.9482389999999999","0.944666","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","venue-only-features","type_only","","","0.7765286382078632","0.5322210401984734","0.5322210401984734","0.8166434302029504","0.948944","0.945461","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","term-only-features","type_only","","","0.19881894209127793","0.5345773383352239","0.5345773383352239","0.1759264670278754","0.946127","0.9425149999999999","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","term-only-features","type_only","","","0.3721235707242166","0.5401614612322421","0.5401614612322421","0.3681323727073124","0.9450700000000001","0.941271","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","term-only-features","type_only","","","0.7765286382078632","0.5531916444101684","0.5531916444101684","0.8166434302029504","0.945423","0.941785","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","type-constant-support-features","type_constant","","","0.19881894209127793","2.38095970935245","2.38095970935245","0.1759264670278754","0.947535","0.94351","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","type-constant-support-features","type_constant","","","0.3721235707242166","2.386543832249468","2.386543832249468","0.3681323727073124","0.946127","0.9420449999999999","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","type-constant-support-features","type_constant","","","0.7765286382078632","2.399574015427395","2.399574015427395","0.8166434302029504","0.9359149999999999","0.931195","0.946502","0.941668","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","all-type-constant-features","type_constant","","","0.19881894209127793","2.5451931372567733","2.5451931372567733","0.1759264670278754","0.945775","0.9418120000000001","0.946502","0.9418179999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","all-type-constant-features","type_constant","","","0.3721235707242166","2.5507772601537915","2.5507772601537915","0.3681323727073124","0.945423","0.941327","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","all-type-constant-features","type_constant","","","0.7765286382078632","2.563807443331718","2.563807443331718","0.8166434302029504","0.945775","0.941758","0.942387","0.937286","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","pca-all-types-128","pca","","","0.19881894209127793","0.19206620872260805","0.19206620872260805","0.1759264670278754","0.946127","0.941952","0.950617","0.9465689999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","pca-all-types-128","pca","","","0.3721235707242166","0.19765033161962614","0.19765033161962614","0.3681323727073124","0.9464790000000001","0.9424049999999999","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","pca-all-types-128","pca","","","0.7765286382078632","0.2106805147975526","0.2106805147975526","0.8166434302029504","0.946127","0.941973","0.946502","0.9421309999999999","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","pca-paper-128","pca","","","0.19881894209127793","0.14526115134567238","0.14526115134567238","0.1759264670278754","0.947535","0.943716","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","pca-paper-128","pca","","","0.3721235707242166","0.15084527424269048","0.15084527424269048","0.3681323727073124","0.9492959999999999","0.9454670000000001","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","pca-paper-128","pca","","","0.7765286382078632","0.16387545742061693","0.16387545742061693","0.8166434302029504","0.9492959999999999","0.9454670000000001","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","pca-paper-64","pca","","","0.19881894209127793","0.1088525852156251","0.1088525852156251","0.1759264670278754","0.947887","0.9438179999999999","0.938272","0.933587","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","pca-paper-64","pca","","","0.3721235707242166","0.1144367081126432","0.1144367081126432","0.3681323727073124","0.948592","0.9447669999999999","0.938272","0.933587","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","pca-paper-64","pca","","","0.7765286382078632","0.12746689129056965","0.12746689129056965","0.8166434302029504","0.9482389999999999","0.944323","0.938272","0.933587","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP00","PTTP00","random-projection-paper-128","random_projection","","","0.19881894209127793","0.14403968387939892","0.14403968387939892","0.1759264670278754","0.946831","0.943113","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP30","PTTP30","random-projection-paper-128","random_projection","","","0.3721235707242166","0.149623806776417","0.149623806776417","0.3681323727073124","0.9482389999999999","0.9445950000000001","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
"DBLP","feature_channel_ablation","H6-APV-skeleton","H6-relgrid-APPA100-PVVP100-PTTP00","1","3","PTTP100","PTTP100","random-projection-paper-128","random_projection","","","0.7765286382078632","0.16265398995434346","0.16265398995434346","0.8166434302029504","0.947887","0.944153","0.942387","0.938376","False","False","True","True","","False","False","True","success",""
