base_method,feature_transform,label_graph_setting,success_count,expected_success_count,mean_micro,std_micro,mean_macro,std_macro,all_required_metrics_present,interpretation_tags,potential_leakage_alert
full/export-full,zero-all-support-preserve-dim,no_label_feats+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-all-support-preserve-dim,num_feature_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-all-support-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-all-support-preserve-dim,num_label_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-paper-preserve-dim,default,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-paper-preserve-dim,feature_only_mlp_adapter,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-paper-preserve-dim,no_label_feats,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-paper-preserve-dim,no_label_feats+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-paper-preserve-dim,num_feature_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-paper-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-paper-preserve-dim,num_label_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-term-preserve-dim,default,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-term-preserve-dim,feature_only_mlp_adapter,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-term-preserve-dim,no_label_feats,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-term-preserve-dim,no_label_feats+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-term-preserve-dim,num_feature_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-term-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-term-preserve-dim,num_label_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-venue-preserve-dim,default,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-venue-preserve-dim,feature_only_mlp_adapter,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-venue-preserve-dim,no_label_feats,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-venue-preserve-dim,no_label_feats+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-venue-preserve-dim,num_feature_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-venue-preserve-dim,num_feature_hops_0+zero-all-support-preserve-dim,0,5,NaN,NaN,NaN,NaN,False,,False
full/export-full,zero-venue-preserve-dim,num_label_hops_0,0,5,NaN,NaN,NaN,NaN,False,,False
