dataset,method,relation_pair_name,forward_relation_name,reverse_relation_name,forward_retention,reverse_retention,forward_edge_count,reverse_edge_count,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,semantic_structural_storage_ratio,hgb_raw_file_byte_ratio,relation_mapping_audit_pass
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.874648,0.868806,0.855967,0.852244,0.3392398774530099,0.5371009484339185,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.874648,0.868806,0.855967,0.852244,0.3392398774530099,0.5371009484339185,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,AP_PA,AP,PA,0.5,1.0,8737,17474,0.8785209999999999,0.8731359999999999,0.8765430000000001,0.8679640000000001,0.3392398774530099,0.5371009484339185,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.8785209999999999,0.8731359999999999,0.8765430000000001,0.8679640000000001,0.3392398774530099,0.5371009484339185,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.8785209999999999,0.8731359999999999,0.8765430000000001,0.8679640000000001,0.3392398774530099,0.5371009484339185,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,AP_PA,AP,PA,0.5,1.0,8737,17474,0.873592,0.868475,0.8765430000000001,0.86909,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.873592,0.868475,0.8765430000000001,0.86909,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.873592,0.868475,0.8765430000000001,0.86909,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,AP_PA,AP,PA,0.5,1.0,8737,17474,0.870775,0.865237,0.868313,0.8640909999999999,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.870775,0.865237,0.868313,0.8640909999999999,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.870775,0.865237,0.868313,0.8640909999999999,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,AP_PA,AP,PA,0.5,1.0,8737,17474,0.870423,0.864781,0.8765430000000001,0.869007,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.870423,0.864781,0.8765430000000001,0.869007,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PV_VP,PV,VP,1.0,1.0,3598,3598,0.870423,0.864781,0.8765430000000001,0.869007,0.3392398774530099,0.537100281822217,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,AP_PA,AP,PA,0.5,1.0,8737,17474,0.866549,0.862206,0.872428,0.8675440000000001,0.3392398774530099,0.5371010014598493,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,PT_TP,PT,TP,0.3,0.3,23024,23024,0.866549,0.862206,0.872428,0.8675440000000001,0.3392398774530099,0.5371010014598493,True
