dataset,method,graph_seed,training_seed,relation_channel_spec,AP_retention,PA_retention,PT_retention,TP_retention,PV_retention,VP_retention,AP_edge_count,PA_edge_count,PT_edge_count,TP_edge_count,PV_edge_count,VP_edge_count,semantic_structural_storage_ratio,hgb_raw_file_byte_ratio,support_edge_ratio,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,recovery_vs_native_full_micro,recovery_vs_native_full_macro
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,1,2,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.9492959999999999,0.945886,0.962963,0.960235,0.9944677066386471,0.9942555376511929
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,1,3,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.948592,0.945121,0.942387,0.938376,0.996670382585544,0.996554156574992
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,2,1,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.9507040000000001,0.946857,0.934156,0.93161,0.9966777547954498,0.996713611564045
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,2,2,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.9492959999999999,0.945886,0.962963,0.960235,0.9944677066386471,0.9942555376511929
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,2,3,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.948592,0.945121,0.942387,0.938376,0.996670382585544,0.996554156574992
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,3,1,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.9507040000000001,0.946857,0.934156,0.93161,0.9966777547954498,0.996713611564045
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,3,2,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.9492959999999999,0.945886,0.962963,0.960235,0.9944677066386471,0.9942555376511929
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,3,3,APPA100-PT00-TP100-PVVP100,1.0,1.0,0.0,1.0,1.0,1.0,17474,17474,1,76748,3598,3598,0.4876737901495706,0.5418570335458097,0.4962849486154129,0.948592,0.945121,0.942387,0.938376,0.996670382585544,0.996554156574992
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,1,1,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.5390648471076067,0.40017364734561667,0.948592,0.9444469999999999,0.942387,0.939243,0.9944636235641433,0.9941767133799799
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,1,2,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.5390648471076067,0.40017364734561667,0.9496479999999999,0.946302,0.962963,0.960235,0.9948364563571089,0.9946928105399585
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,1,3,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.5390648471076067,0.40017364734561667,0.947535,0.9439799999999999,0.942387,0.938376,0.9955598096580969,0.9953510637512666
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,2,1,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.539064756206011,0.40017364734561667,0.9482389999999999,0.94395,0.942387,0.939243,0.9940935533346682,0.9936535439204445
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,2,2,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.539064756206011,0.40017364734561667,0.9496479999999999,0.946302,0.962963,0.960235,0.9948364563571089,0.9946928105399585
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,2,3,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.539064756206011,0.40017364734561667,0.9482389999999999,0.9447190000000001,0.942387,0.938376,0.9962994911537664,0.9961302798746086
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,3,1,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.5390650137605321,0.40017364734561667,0.95,0.945921,0.938272,0.935461,0.9959397110516809,0.9957283266261675
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,3,2,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.5390650137605321,0.40017364734561667,0.9496479999999999,0.946379,0.962963,0.960235,0.9948364563571089,0.9947737480698502
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,3,3,APPA100-PT50-TP20-PVVP100,1.0,1.0,0.5,0.2,1.0,1.0,17474,17474,38374,15350,3598,3598,0.401013948376704,0.5390650137605321,0.40017364734561667,0.947535,0.943962,0.942387,0.938376,0.9955598096580969,0.9953320841975182
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,1,1,APPA100-PT20-TP50-PVVP100,1.0,1.0,0.2,0.5,1.0,1.0,17474,17474,15350,38374,3598,3598,0.401013948376704,0.5390649531594682,0.40017364734561667,0.9482389999999999,0.943947,0.942387,0.939243,0.9940935533346682,0.9936503859559
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,1,2,APPA100-PT20-TP50-PVVP100,1.0,1.0,0.2,0.5,1.0,1.0,17474,17474,15350,38374,3598,3598,0.401013948376704,0.5390649531594682,0.40017364734561667,0.95,0.9467700000000001,0.962963,0.960235,0.9952052060755706,0.9951847425398198
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,1,3,APPA100-PT20-TP50-PVVP100,1.0,1.0,0.2,0.5,1.0,1.0,17474,17474,15350,38374,3598,3598,0.401013948376704,0.5390649531594682,0.40017364734561667,0.948944,0.945364,0.942387,0.938376,0.9970402233333788,0.9968103805505969
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,2,1,APPA100-PT20-TP50-PVVP100,1.0,1.0,0.2,0.5,1.0,1.0,17474,17474,15350,38374,3598,3598,0.401013948376704,0.5390648016568088,0.40017364734561667,0.9482389999999999,0.944005,0.934156,0.93161,0.9940935533346682,0.9937114399370933
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,2,2,APPA100-PT20-TP50-PVVP100,1.0,1.0,0.2,0.5,1.0,1.0,17474,17474,15350,38374,3598,3598,0.401013948376704,0.5390648016568088,0.40017364734561667,0.9492959999999999,0.9459730000000001,0.962963,0.960235,0.9944677066386471,0.9943469865486031
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,2,3,APPA100-PT20-TP50-PVVP100,1.0,1.0,0.2,0.5,1.0,1.0,17474,17474,15350,38374,3598,3598,0.401013948376704,0.5390648016568088,0.40017364734561667,0.9482389999999999,0.944727,0.942387,0.938376,0.9962994911537664,0.9961387152318301
