dataset,method,canonical_method,method_family,budget_strategy,edge_score_strategy,relation_channel_spec,graph_seed,training_seed,export_hash,run_id,success,status,failed_reason,traceback_path,model_name,schema_compatible,uses_weighted_superedges,official_sehgnn_unmodified,eligible_for_main_decision,cache_hygiene_pass,no_test_label_export_leakage,no_test_label_scoring_leakage,semantic_structural_storage_ratio,hgb_raw_file_byte_ratio,effective_total_byte_ratio,preprocessed_cache_byte_ratio,support_node_ratio,support_edge_ratio,total_node_ratio,total_edge_ratio,validation_micro_f1,validation_macro_f1,test_micro_f1,test_macro_f1,test_accuracy_if_single_label,native_full_test_micro_f1,native_full_test_macro_f1,export_full_test_micro_f1,export_full_test_macro_f1,recovery_vs_native_full_micro,recovery_vs_native_full_macro,mapping_bijective,split_disjoint,relation_order_matches_official,node_type_order_matches_official,schema_complete,stdout_path,stderr_path
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP100-PA50-PTTP30-PVVP100,1,3,db44b1aa553c1d9a020e2a2c790c89745811599e31ef36bf9ab05280b475d83a,4b2fce3bea914334,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371001303195576,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.938272,0.933587,0.9482389999999999,0.944678,0.9482389999999999,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9962994911537664,0.996087048668848,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-AP100-PA50-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-AP100-PA50-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP100-PA50-PTTP30-PVVP100,2,1,cae3365551128b7c18b32782517d4f52ccca9bc29d993fb74c99f9bf07fe92a7,7798287f5c745b20,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371005924026688,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.942387,0.939243,0.9464790000000001,0.9423569999999999,0.9464790000000001,0.953873,0.949979,0.953873,0.949979,0.9922484439752463,0.9919766647473258,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_1\H6-dir-AP100-PA50-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_1\H6-dir-AP100-PA50-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP100-PA50-PTTP30-PVVP100,2,2,cae3365551128b7c18b32782517d4f52ccca9bc29d993fb74c99f9bf07fe92a7,c1ea0995f1d5fa4f,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371005924026688,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.958848,0.956045,0.9492959999999999,0.946109,0.9492959999999999,0.954577,0.951351,0.954577,0.951351,0.9944677066386471,0.9944899411468533,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_2\H6-dir-AP100-PA50-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_2\H6-dir-AP100-PA50-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP100-PA50-PTTP30-PVVP100,2,3,cae3365551128b7c18b32782517d4f52ccca9bc29d993fb74c99f9bf07fe92a7,9013e7e470528579,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371005924026688,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.938272,0.933587,0.9482389999999999,0.944808,0.9482389999999999,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9962994911537664,0.9962241232236984,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_3\H6-dir-AP100-PA50-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_3\H6-dir-AP100-PA50-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP100-PA50-PTTP30-PVVP100,3,1,28007f39a5b6b56a1da3677a8b2b68b5597a83f2a9599a644d9488e05deb75d3,28b862505dc74dd4,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371006075529348,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.9300409999999999,0.927903,0.947183,0.942974,0.947183,0.953873,0.949979,0.953873,0.949979,0.992986487719015,0.9926261527886405,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_1\H6-dir-AP100-PA50-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_1\H6-dir-AP100-PA50-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP100-PA50-PTTP30-PVVP100,3,2,28007f39a5b6b56a1da3677a8b2b68b5597a83f2a9599a644d9488e05deb75d3,3e47cefd08855e66,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371006075529348,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.962963,0.960235,0.948944,0.945662,0.948944,0.954577,0.951351,0.954577,0.951351,0.9940989569201856,0.9940200830187808,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_2\H6-dir-AP100-PA50-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_2\H6-dir-AP100-PA50-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP100-PA50-PTTP30-PVVP100,3,3,28007f39a5b6b56a1da3677a8b2b68b5597a83f2a9599a644d9488e05deb75d3,f261a2b336d557b3,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371006075529348,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.938272,0.933587,0.9482389999999999,0.944635,0.9482389999999999,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9962994911537664,0.996041708623782,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_3\H6-dir-AP100-PA50-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_3\H6-dir-AP100-PA50-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,1,1,ab9ad8b7fa400397fb0134af840b1823a994946f2a937ed70ec78729c93bcaae,81e1f6fc05f08fb1,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371009484339185,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.855967,0.8484860000000001,0.873592,0.868199,0.873592,0.953873,0.949979,0.953873,0.949979,0.9158368042705896,0.9139138865174915,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_1\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_1\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,1,2,ab9ad8b7fa400397fb0134af840b1823a994946f2a937ed70ec78729c93bcaae,69646d80a28e2097,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371009484339185,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.855967,0.852244,0.874648,0.868806,0.874648,0.954577,0.951351,0.954577,0.951351,0.9162676242985113,0.9132339168193443,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_2\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_2\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,1,3,ab9ad8b7fa400397fb0134af840b1823a994946f2a937ed70ec78729c93bcaae,096941db7eeb02ab,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371009484339185,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.8765430000000001,0.8679640000000001,0.8785209999999999,0.8731359999999999,0.8785209999999999,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9230479080357357,0.920651757875724,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,2,1,66fe8449e69e0b6a2cc173aa0b9df23e379956df063b3a8f03156ed07dc2e5d9,2977b267a366e647,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.537100281822217,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.8765430000000001,0.86909,0.873592,0.868475,0.873592,0.953873,0.949979,0.953873,0.949979,0.9158368042705896,0.9142044192555835,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_1\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_1\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,2,2,66fe8449e69e0b6a2cc173aa0b9df23e379956df063b3a8f03156ed07dc2e5d9,089edad86a988c13,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.537100281822217,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.868313,0.8640909999999999,0.870775,0.865237,0.870775,0.954577,0.951351,0.954577,0.951351,0.9122103298110052,0.9094824097520264,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_2\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_2\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,2,3,66fe8449e69e0b6a2cc173aa0b9df23e379956df063b3a8f03156ed07dc2e5d9,c65b44569d576fa8,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.537100281822217,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.8765430000000001,0.869007,0.870423,0.864781,0.870423,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9145394694676499,0.9118420816774553,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_3\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_3\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,3,1,89759c5e33442e80d4bfcaaa3f6f2c3709e12a2eb52699c510cc4ba2342b9e34,59dad13febd81e60,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371010014598493,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.872428,0.8675440000000001,0.866549,0.862206,0.866549,0.953873,0.949979,0.953873,0.949979,0.9084532217601295,0.9076053260124698,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_1\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_1\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,3,2,89759c5e33442e80d4bfcaaa3f6f2c3709e12a2eb52699c510cc4ba2342b9e34,6c919979339ddd21,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371010014598493,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.872428,0.8675149999999999,0.867254,0.862402,0.867254,0.954577,0.951351,0.954577,0.951351,0.9085217850419609,0.9065024370605592,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_2\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_2\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,AP50-PA100-PTTP30-PVVP100,3,3,89759c5e33442e80d4bfcaaa3f6f2c3709e12a2eb52699c510cc4ba2342b9e34,5b2685d615169f9e,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.3392398774530099,0.5371010014598493,,,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.835391,0.824777,0.873592,0.8691490000000001,0.873592,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9178690868821059,0.9164477867204281,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_3\H6-dir-AP50-PA100-PTTP30-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_3\H6-dir-AP50-PA100-PTTP30-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,1,1,50fe693a7d96af357606fab14e4fefd881bc7ef714fb6f608fa293987f2a2b5b,45ac27072c1ef7fc,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.938272,0.935461,0.946831,0.942539,0.946831,0.953873,0.949979,0.953873,0.949979,0.9926174658471306,0.992168247929691,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_1\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_1\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,1,2,50fe693a7d96af357606fab14e4fefd881bc7ef714fb6f608fa293987f2a2b5b,d9f0f64ad4e54022,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.962963,0.960235,0.9492959999999999,0.9459730000000001,0.9492959999999999,0.954577,0.951351,0.954577,0.951351,0.9944677066386471,0.9943469865486031,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_2\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_2\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,1,3,50fe693a7d96af357606fab14e4fefd881bc7ef714fb6f608fa293987f2a2b5b,491cedf9cff4cf7a,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.942387,0.938376,0.947535,0.943962,0.947535,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9955598096580969,0.9953320841975182,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,2,1,ac178e9e85c6b87746e9afb12bb7e03a6cf29b3f8ea6621d775ec34816098f06,06a1bdc7e032ff63,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.938272,0.935461,0.946831,0.942539,0.946831,0.953873,0.949979,0.953873,0.949979,0.9926174658471306,0.992168247929691,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_1\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_1\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,2,2,ac178e9e85c6b87746e9afb12bb7e03a6cf29b3f8ea6621d775ec34816098f06,3d610548b9425175,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.962963,0.960235,0.9492959999999999,0.9459730000000001,0.9492959999999999,0.954577,0.951351,0.954577,0.951351,0.9944677066386471,0.9943469865486031,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_2\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_2\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,2,3,ac178e9e85c6b87746e9afb12bb7e03a6cf29b3f8ea6621d775ec34816098f06,f6b6d5d2f469cf71,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.942387,0.938376,0.947887,0.944285,0.947887,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9959296504059317,0.9956726617453387,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_3\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_2\training_seed_3\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,3,1,d155ff2d913334d405a1d2405d2b2ee7c6c418f97ee577ff0c3822a1ba6d19c0,68081e7a648e5a28,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.938272,0.935461,0.946831,0.942539,0.946831,0.953873,0.949979,0.953873,0.949979,0.9926174658471306,0.992168247929691,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_1\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_1\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,3,2,d155ff2d913334d405a1d2405d2b2ee7c6c418f97ee577ff0c3822a1ba6d19c0,693142a72d2e59aa,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.962963,0.960235,0.9492959999999999,0.9459730000000001,0.9492959999999999,0.954577,0.951351,0.954577,0.951351,0.9944677066386471,0.9943469865486031,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_2\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_2\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT100-TP00-PVVP100,3,3,d155ff2d913334d405a1d2405d2b2ee7c6c418f97ee577ff0c3822a1ba6d19c0,899260973410ce14,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570259706768,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.942387,0.938376,0.947887,0.944285,0.947887,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.9959296504059317,0.9956726617453387,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_3\H6-dir-APPA100-PT100-TP00-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_3\training_seed_3\H6-dir-APPA100-PT100-TP00-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT00-TP100-PVVP100,1,1,65ec3a6193ddcd8bcfbcfa3aa6a9a04f88fb273532236b482c89c30b40f82584,7d6a9eb5fcd3c6d9,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570335458097,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.934156,0.93161,0.9507040000000001,0.946857,0.9507040000000001,0.953873,0.949979,0.953873,0.949979,0.9966777547954498,0.996713611564045,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_1\H6-dir-APPA100-PT00-TP100-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_1\H6-dir-APPA100-PT00-TP100-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT00-TP100-PVVP100,1,2,65ec3a6193ddcd8bcfbcfa3aa6a9a04f88fb273532236b482c89c30b40f82584,1dc62b258dc94761,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570335458097,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.962963,0.960235,0.9492959999999999,0.945886,0.9492959999999999,0.954577,0.951351,0.954577,0.951351,0.9944677066386471,0.9942555376511929,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_2\H6-dir-APPA100-PT00-TP100-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_2\H6-dir-APPA100-PT00-TP100-PVVP100\stderr.log
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,schema_compatible_subgraph,relation_channel_directionality,random_edge_within_relation,APPA100-PT00-TP100-PVVP100,1,3,65ec3a6193ddcd8bcfbcfa3aa6a9a04f88fb273532236b482c89c30b40f82584,6f0fa89b831ed598,True,success,,,official-SeHGNN,True,False,True,True,True,True,True,0.4876737901495706,0.5418570335458097,,,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.942387,0.938376,0.948592,0.945121,0.948592,0.9517610000000001,0.9483889999999999,0.9517610000000001,0.9483889999999999,0.996670382585544,0.996554156574992,True,True,True,True,True,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-APPA100-PT00-TP100-PVVP100\stdout.log,results\gate21_4_directionality_ablation\runs\DBLP\graph_seed_1\training_seed_3\H6-dir-APPA100-PT00-TP100-PVVP100\stderr.log
